"ID" "setSize" "enrichmentScore" "NES" "pvalue" "p.adjust" "qvalue" "core_enrichment" "rank"
"GOCC_CELL_CORTEX" "GOCC_CELL_CORTEX" 16 0.278695045250206 0.821572960499202 0.72787610619469 1 1 "FMN2/ARHGAP32/MYO1C" 36
"REACTOME_ADAPTIVE_IMMUNE_SYSTEM" "REACTOME_ADAPTIVE_IMMUNE_SYSTEM" 13 -0.306446678451004 -0.821140417802559 0.714015151515151 1 1 "FBXW8/SH3KBP1/FBXO31/IFITM1/NEDD4/PRKG1/VAMP8/ERAP1" 151
"GOBP_SMALL_MOLECULE_METABOLIC_PROCESS" "GOBP_SMALL_MOLECULE_METABOLIC_PROCESS" 41 -0.22895652797745 -0.818696005348449 0.760714285714286 1 1 "INPP4B/MGAT1/ATP1A2/CD320/DPYSL3/ACSL1/FMO1/PGM3/ILVBL/FGF1/SIRT7/MTHFR/PANK1" 105
"GOBP_ACTIN_FILAMENT_ORGANIZATION" "GOBP_ACTIN_FILAMENT_ORGANIZATION" 20 0.260178501395504 0.816124878471309 0.71304347826087 1 1 "KANK1/SHROOM1/SVIL/DPYSL3/RUFY3/BIN1/FMN2/CLASP2/ARHGEF10L" 119
"GOCC_CELL_CELL_JUNCTION" "GOCC_CELL_CELL_JUNCTION" 17 0.274355480032687 0.815727895320812 0.741150442477876 1 1 "PECAM1/CYTH1/MPDZ/RAPGEF2/PMP22/ARHGEF6" 91
"GOCC_DENDRITIC_TREE" "GOCC_DENDRITIC_TREE" 13 -0.303144362159926 -0.812291683031868 0.721590909090909 1 1 "NEDD4/ATP1A2/RUFY3/BIN1/SHARPIN/SLC1A4" 120
"GOBP_MAPK_CASCADE" "GOBP_MAPK_CASCADE" 16 0.274495748507445 0.809193735551489 0.752212389380531 1 1 "PTPN1/FGF1/DIXDC1/SH3RF3" 61
"GOBP_REGULATION_OF_NERVOUS_SYSTEM_DEVELOPMENT" "GOBP_REGULATION_OF_NERVOUS_SYSTEM_DEVELOPMENT" 10 0.318903371381875 0.807809454952453 0.724288840262582 1 1 "STAU2/RAPGEF2/RTN4" 60
"GOBP_ENZYME_LINKED_RECEPTOR_PROTEIN_SIGNALING_PATHWAY" "GOBP_ENZYME_LINKED_RECEPTOR_PROTEIN_SIGNALING_PATHWAY" 26 0.243857184206591 0.806065618713153 0.737089201877934 1 1 "SMAD3/MYO1C/RAPGEF2/RTN4/PPARG/CITED1/VEPH1/WNT5A" 97
"REACTOME_POST_TRANSLATIONAL_PROTEIN_MODIFICATION" "REACTOME_POST_TRANSLATIONAL_PROTEIN_MODIFICATION" 28 -0.247738151413773 -0.805866263243012 0.779174147217235 1 1 "B4GALT6/MGAT1/PHC2/SPON2/USP25/NSMCE4A/PGM3/NDC1/USP24" 103
"GOBP_CIRCULATORY_SYSTEM_PROCESS" "GOBP_CIRCULATORY_SYSTEM_PROCESS" 19 -0.270628471566347 -0.805560912185196 0.736549165120594 1 1 "SLC16A7/PRKG1/CACNA2D1/ATP1A2/BIN1/ERAP1/SLC1A4/CASQ2" 117
"REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM" "REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM" 10 0.317825957453858 0.805080273526184 0.726477024070022 1 1 "IL13RA2/SMAD3/THOC5" 45
"GOBP_CELL_PROJECTION_ORGANIZATION" "GOBP_CELL_PROJECTION_ORGANIZATION" 34 0.226011067336202 0.804192907466264 0.803493449781659 1 1 "STK36/STAU2/RAPGEF2/RTN4/CDKL1/PMP22/ARHGEF6/WNT5A" 97
"GOBP_GLYCOPROTEIN_BIOSYNTHETIC_PROCESS" "GOBP_GLYCOPROTEIN_BIOSYNTHETIC_PROCESS" 11 -0.314036836736716 -0.803098909535341 0.715083798882682 1 1 "B4GALT6/MGAT1/CHST11/PGM3/HS2ST1" 103
"GOBP_GLYCOPROTEIN_METABOLIC_PROCESS" "GOBP_GLYCOPROTEIN_METABOLIC_PROCESS" 11 -0.314036836736716 -0.803098909535341 0.715083798882682 1 1 "B4GALT6/MGAT1/CHST11/PGM3/HS2ST1" 103
"GOMF_MONOATOMIC_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY" "GOMF_MONOATOMIC_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY" 13 -0.297825469448729 -0.798039422882742 0.748106060606061 1 1 "NNT/SLC9A5/SLC19A1/SLC6A6/CACNA2D1/ATP1A2/SLC1A4/TRPC4AP" 25
"GOBP_ORGANONITROGEN_COMPOUND_CATABOLIC_PROCESS" "GOBP_ORGANONITROGEN_COMPOUND_CATABOLIC_PROCESS" 30 -0.242858889690466 -0.797695142605547 0.802218114602588 1 1 "USP25/FMN2/SHARPIN/LVRN/ERAP1/TRPC4AP/USP24/SH3RF3" 73
"GOBP_ORGANELLE_ASSEMBLY" "GOBP_ORGANELLE_ASSEMBLY" 13 0.286993060847735 0.796166471113038 0.740506329113924 1 1 "STK36/CDKL1/GOLGA2/VPS4A" 78
"GOBP_CELLULAR_RESPONSE_TO_DNA_DAMAGE_STIMULUS" "GOBP_CELLULAR_RESPONSE_TO_DNA_DAMAGE_STIMULUS" 21 -0.260231503843455 -0.795658850481063 0.76978417266187 1 1 "BCL6/FMN2/NSMCE4A/TNKS1BP1/SIRT7/BRD4/DEK" 79
"GOBP_REGULATION_OF_PROTEIN_CATABOLIC_PROCESS" "GOBP_REGULATION_OF_PROTEIN_CATABOLIC_PROCESS" 10 0.313927505950136 0.795205163173059 0.739606126914661 1 1 "FMN2/SMAD3" 30
"GOBP_RENAL_SYSTEM_DEVELOPMENT" "GOBP_RENAL_SYSTEM_DEVELOPMENT" 11 0.302343849406782 0.794854198488366 0.746236559139785 1 1 "PECAM1/C1GALT1/SMAD3" 30
"GOMF_KINASE_ACTIVITY" "GOMF_KINASE_ACTIVITY" 19 0.257715695932585 0.794411710953118 0.760259179265659 1 1 "STK32C/STK36/STK3/CDKL1" 61
"GOCC_NUCLEAR_PROTEIN_CONTAINING_COMPLEX" "GOCC_NUCLEAR_PROTEIN_CONTAINING_COMPLEX" 28 -0.244101242499504 -0.794035779404447 0.800718132854578 1 1 "PHC2/SYNE3/BIN1/TRERF1/HEATR1/ING1/DEK/NDC1" 76
"GOMF_MOLECULAR_FUNCTION_REGULATOR_ACTIVITY" "GOMF_MOLECULAR_FUNCTION_REGULATOR_ACTIVITY" 41 0.211944872369083 0.793516962265385 0.828054298642534 1 1 "SBF2/PRKRIP1/SBF2/ARHGAP32/CYTH1/DENND1A/STK3/RAPGEF2/SH3PXD2A" 59
"GOMF_TRANSITION_METAL_ION_BINDING" "GOMF_TRANSITION_METAL_ION_BINDING" 24 0.246094862238745 0.793216597899302 0.763341067285383 1 1 "CA5B/SMAD3/ZNF638/B4GALT7/THRA/PPARG" 62
"GOMF_PROTEIN_HOMODIMERIZATION_ACTIVITY" "GOMF_PROTEIN_HOMODIMERIZATION_ACTIVITY" 18 -0.269604404743992 -0.792809038660922 0.759191176470588 1 1 "LYRM4/ZNF174/PANK1/CASQ2" 31
"GOBP_POSITIVE_REGULATION_OF_PROTEIN_METABOLIC_PROCESS" "GOBP_POSITIVE_REGULATION_OF_PROTEIN_METABOLIC_PROCESS" 34 -0.233766434887169 -0.791151049775033 0.819852941176471 1 1 "ACSL1/BCL6/PTPN1/TNKS1BP1/FGF1/DEK/SH3RF3/SSB" 85
"GOCC_MICROTUBULE_CYTOSKELETON" "GOCC_MICROTUBULE_CYTOSKELETON" 29 0.228924715329293 0.788016588798242 0.791666666666667 1 1 "HOXB4/FMN2/STAU2/TTC28/HOOK2/GOLGA2/VPS4A" 78
"GOBP_ORGANIC_ACID_METABOLIC_PROCESS" "GOBP_ORGANIC_ACID_METABOLIC_PROCESS" 19 0.255532824920375 0.787682984985054 0.773218142548596 1 1 "AUH/ACADL/ACAD11/CRAT/QKI/PC/ADHFE1" 90
"GOCC_CENTROSOME" "GOCC_CENTROSOME" 12 -0.299318910090852 -0.787642017503047 0.753246753246753 1 1 "SLC1A4/PDZD2" 25
"GOBP_RESPONSE_TO_GROWTH_FACTOR" "GOBP_RESPONSE_TO_GROWTH_FACTOR" 20 0.250431689154706 0.785551191895215 0.789130434782609 1 1 "SMAD3/MYO1C/RAPGEF2/PPARG/CITED1/VEPH1/WNT5A" 97
"GOBP_POSITIVE_REGULATION_OF_CELL_POPULATION_PROLIFERATION" "GOBP_POSITIVE_REGULATION_OF_CELL_POPULATION_PROLIFERATION" 14 -0.283181579014443 -0.784282375776588 0.784530386740331 1 1 "CD320/BCL6/FGF1/LAMC2" 94
"GOMF_ACTIN_BINDING" "GOMF_ACTIN_BINDING" 19 -0.263370867448861 -0.783957707765045 0.758812615955473 1 1 "SHROOM1/SVIL/EPB41L3/COBLL1/SYNE3/BIN1/FMN2/DIXDC1/FMNL2" 110
"GOBP_REGULATION_OF_CELLULAR_RESPONSE_TO_GROWTH_FACTOR_STIMULUS" "GOBP_REGULATION_OF_CELLULAR_RESPONSE_TO_GROWTH_FACTOR_STIMULUS" 14 0.275285816204428 0.782364354609741 0.760348583877996 1 1 "SMAD3/MYO1C/PPARG/CITED1/VEPH1/WNT5A" 97
"GOBP_REGULATION_OF_SUPRAMOLECULAR_FIBER_ORGANIZATION" "GOBP_REGULATION_OF_SUPRAMOLECULAR_FIBER_ORGANIZATION" 14 -0.282243272988417 -0.781683700813836 0.784530386740331 1 1 "MID1/KANK1/SVIL/BIN1/CLASP2/ARHGEF10L" 138
"GOBP_TRANSMEMBRANE_RECEPTOR_PROTEIN_TYROSINE_KINASE_SIGNALING_PATHWAY" "GOBP_TRANSMEMBRANE_RECEPTOR_PROTEIN_TYROSINE_KINASE_SIGNALING_PATHWAY" 14 -0.281542701520722 -0.779743440938893 0.790055248618785 1 1 "NEDD4/KANK1/PTPN1/FGF1/ANKS1A" 61
"GOBP_POSITIVE_REGULATION_OF_INTRACELLULAR_SIGNAL_TRANSDUCTION" "GOBP_POSITIVE_REGULATION_OF_INTRACELLULAR_SIGNAL_TRANSDUCTION" 25 -0.244385537119142 -0.778989947322871 0.81993006993007 1 1 "SHARPIN/PTPN1/FGF1/BRD4/DIXDC1/SH3RF3" 65
"GOBP_HEART_DEVELOPMENT" "GOBP_HEART_DEVELOPMENT" 12 0.287960326314901 0.777502940734242 0.760259179265659 1 1 "SMAD3/STK3/RTN4" 60
"GOBP_REGULATION_OF_DNA_METABOLIC_PROCESS" "GOBP_REGULATION_OF_DNA_METABOLIC_PROCESS" 13 -0.290104785471782 -0.777351433381281 0.778409090909091 1 1 "BCL6/FMN2/NSMCE4A/SIRT7/DEK" 79
"REACTOME_INFECTIOUS_DISEASE" "REACTOME_INFECTIOUS_DISEASE" 16 0.263464285575782 0.776673775782321 0.807522123893805 1 1 "MTA2/SMAD3/MYO1C" 36
"GOBP_REGULATION_OF_CELL_MORPHOGENESIS" "GOBP_REGULATION_OF_CELL_MORPHOGENESIS" 11 -0.303060483043771 -0.775028643088005 0.752327746741155 1 1 "FBXW8/SH3KBP1/FBXO31/KANK1/EPB41L3/SYNE3/FMNL2" 151
"GOBP_REGULATION_OF_PROTEOLYSIS" "GOBP_REGULATION_OF_PROTEOLYSIS" 12 -0.294161168579083 -0.774069691154353 0.766233766233766 1 1 "USP25/BIN1/SH3RF3" 73
"GOBP_DEFENSE_RESPONSE" "GOBP_DEFENSE_RESPONSE" 25 -0.242493800649 -0.772959951805967 0.825174825174825 1 1 "IFITM1/FOXP1/GSDMB/ATP1A2/VAMP8/BCL6/SPON2/SHARPIN/PTPN1/SBNO2/BRD4/ERAP1" 97
"GOBP_HEAD_DEVELOPMENT" "GOBP_HEAD_DEVELOPMENT" 16 0.261859799187037 0.7719438652405 0.814159292035398 1 1 "STK36/RAPGEF2/RTN4/CITED1" 66
"GOMF_ZINC_ION_BINDING" "GOMF_ZINC_ION_BINDING" 21 0.244589081766648 0.770677301869803 0.798206278026906 1 1 "CA5B/SMAD3/ZNF638/THRA/PPARG" 62
"GOBP_RESPONSE_TO_BACTERIUM" "GOBP_RESPONSE_TO_BACTERIUM" 13 -0.287311909478891 -0.769867771390668 0.78219696969697 1 1 "FOXP1/GPC3/GSDMB/FMO1/SPON2/SHARPIN/SBNO2/ERAP1" 134
"GOBP_CELLULAR_LIPID_METABOLIC_PROCESS" "GOBP_CELLULAR_LIPID_METABOLIC_PROCESS" 26 0.232654962523475 0.769036872640561 0.807511737089202 1 1 "PNPLA2/AUH/ACADL/ACAD11/TTC7B/CRAT/QKI" 83
"GOBP_REGULATION_OF_CYTOSKELETON_ORGANIZATION" "GOBP_REGULATION_OF_CYTOSKELETON_ORGANIZATION" 18 0.25398272341277 0.768060273215826 0.805676855895197 1 1 "MID1/KANK1/SVIL/BIN1/CLASP2/ARHGEF10L/DIXDC1" 95
"GOBP_REGULATION_OF_CELL_CYCLE_PROCESS" "GOBP_REGULATION_OF_CELL_CYCLE_PROCESS" 16 0.258841465466387 0.763046034393087 0.81858407079646 1 1 "SVIL/FHL1/BCL6/BIN1/BRD4" 95
"GOBP_NEGATIVE_REGULATION_OF_RESPONSE_TO_STIMULUS" "GOBP_NEGATIVE_REGULATION_OF_RESPONSE_TO_STIMULUS" 39 0.205942537419576 0.762936879569832 0.857768052516411 1 1 "IL13RA2/SMAD3/MCC/THOC5/STK3/MCC/PPARG/CITED1/RGS3/VEPH1/WNT5A/NUDT16L1/BID/HERC4/CD44/OXR1" 133
"GOBP_POST_TRANSCRIPTIONAL_REGULATION_OF_GENE_EXPRESSION" "GOBP_POST_TRANSCRIPTIONAL_REGULATION_OF_GENE_EXPRESSION" 11 -0.297667982343069 -0.761238186282348 0.770949720670391 1 1 "TNKS1BP1/SSB" 52
"GOBP_REGULATION_OF_TRANSPORT" "GOBP_REGULATION_OF_TRANSPORT" 34 -0.224925460533753 -0.761229961471166 0.856617647058823 1 1 "GPC3/NEDD4/CACNA2D1/ATP1A2/VAMP8/ACSL1/RUFY3/FHL1/BIN1/PTPN1/SIRT7/CLASP2/CASQ2" 123
"GOCC_SOMATODENDRITIC_COMPARTMENT" "GOCC_SOMATODENDRITIC_COMPARTMENT" 16 0.258100801044402 0.760862608916826 0.825221238938053 1 1 "SLC6A6/FBXO31/NEDD4/ATP1A2/RUFY3/BIN1/SHARPIN/DIXDC1/SLC1A4" 97
"GOBP_DEVELOPMENTAL_GROWTH" "GOBP_DEVELOPMENTAL_GROWTH" 14 -0.274404082005773 -0.759972757081436 0.810313075506446 1 1 "FOXP1/PRKG1/RUFY3/RAI1/CHST11/FGF1/KIF26B" 84
"GOBP_REGULATION_OF_PROTEIN_MODIFICATION_PROCESS" "GOBP_REGULATION_OF_PROTEIN_MODIFICATION_PROCESS" 30 -0.229843494331886 -0.75494473033996 0.865064695009242 1 1 "ACSL1/BCL6/PTPN1/TNKS1BP1/FGF1/SIRT7/MTHFR/DEK" 85
"GOBP_LOCALIZATION_WITHIN_MEMBRANE" "GOBP_LOCALIZATION_WITHIN_MEMBRANE" 17 -0.258565600685061 -0.751247303783392 0.810909090909091 1 1 "VAMP8/EPB41L3/SYNE3/CLASP2/NDC1" 87
"GOBP_CELLULAR_RESPONSE_TO_OXYGEN_CONTAINING_COMPOUND" "GOBP_CELLULAR_RESPONSE_TO_OXYGEN_CONTAINING_COMPOUND" 23 -0.237484323153786 -0.748404725832123 0.843416370106762 1 1 "LPIN1/FOXP1/KANK1/CACNA2D1/SPON2/PTPN1/TRERF1/SBNO2/ZNF236" 137
"GOBP_OSSIFICATION" "GOBP_OSSIFICATION" 11 -0.292311667374246 -0.747540268689974 0.798882681564246 1 1 "SBNO2/SIRT7/TWIST2" 49
"GOBP_REGULATION_OF_CELL_ADHESION" "GOBP_REGULATION_OF_CELL_ADHESION" 15 -0.267306995438936 -0.747102005594948 0.829357798165138 1 1 "KANK1/PRKG1/ZFHX3/BCL6/CLASP2/KIF26B" 119
"GOBP_POSITIVE_REGULATION_OF_ORGANELLE_ORGANIZATION" "GOBP_POSITIVE_REGULATION_OF_ORGANELLE_ORGANIZATION" 11 -0.290698566252795 -0.74341502094812 0.804469273743017 1 1 "BIN1/PGAM5/ARHGEF10L" 71
"GOBP_NEURON_DEVELOPMENT" "GOBP_NEURON_DEVELOPMENT" 22 -0.238148787775508 -0.742242628415711 0.844086021505376 1 1 "NEDD4/KANK1/PRKG1/B4GALT6/DPYSL3/EPB41L3/RUFY3/DIXDC1/ANKS1A" 120
"GOCC_PERINUCLEAR_REGION_OF_CYTOPLASM" "GOCC_PERINUCLEAR_REGION_OF_CYTOPLASM" 21 0.235108193521263 0.740803910467756 0.836322869955157 1 1 "SBF2/FMN2/SBF2/XKR8" 22
"GOBP_MITOTIC_CELL_CYCLE" "GOBP_MITOTIC_CELL_CYCLE" 25 -0.231707985662384 -0.738579678949795 0.870629370629371 1 1 "FBXO31/TACC2/CCNJ/LPIN1/CCDC57/FHL1/BCL6/SIRT7/BRD4/CLASP2/PHF13" 145
"GOCC_MICROTUBULE_ORGANIZING_CENTER" "GOCC_MICROTUBULE_ORGANIZING_CENTER" 19 -0.247978894676444 -0.738141495024701 0.834879406307978 1 1 "CLASP2/SLC1A4/PDZD2" 44
"GOBP_REGULATION_OF_ACTIN_FILAMENT_BASED_PROCESS" "GOBP_REGULATION_OF_ACTIN_FILAMENT_BASED_PROCESS" 15 -0.264010509657888 -0.737888587388695 0.844036697247706 1 1 "KANK1/ATP1A2/SVIL/BIN1/CLASP2/ARHGEF10L/DIXDC1" 119
"GOBP_POSITIVE_REGULATION_OF_CELLULAR_COMPONENT_BIOGENESIS" "GOBP_POSITIVE_REGULATION_OF_CELLULAR_COMPONENT_BIOGENESIS" 12 0.273092386553093 0.737358983976728 0.816414686825054 1 1 "SMAD3/STAU2/VPS4A/LIMCH1/CLIP1/BID" 118
"REACTOME_DEVELOPMENTAL_BIOLOGY" "REACTOME_DEVELOPMENTAL_BIOLOGY" 21 0.233026809821502 0.734245665257864 0.849775784753363 1 1 "HOXB4/SMAD3/ZNF638/PPARG/PMP22" 81
"GOBP_POSITIVE_REGULATION_OF_CELLULAR_COMPONENT_ORGANIZATION" "GOBP_POSITIVE_REGULATION_OF_CELLULAR_COMPONENT_ORGANIZATION" 22 -0.234868244393576 -0.732018099602523 0.862007168458781 1 1 "DPYSL3/RUFY3/BIN1/CLASP2/PGAM5/ARHGEF10L/DIXDC1" 89
"GOBP_REGULATION_OF_ORGANELLE_ORGANIZATION" "GOBP_REGULATION_OF_ORGANELLE_ORGANIZATION" 31 -0.222161264987576 -0.731719056799331 0.892592592592593 1 1 "BIN1/NSMCE4A/SIRT7/CLASP2/PGAM5/ARHGEF10L/DIXDC1" 71
"GOBP_REGULATION_OF_CELLULAR_MACROMOLECULE_BIOSYNTHETIC_PROCESS" "GOBP_REGULATION_OF_CELLULAR_MACROMOLECULE_BIOSYNTHETIC_PROCESS" 12 -0.277852970230258 -0.731155522298767 0.842300556586271 1 1 "TNKS1BP1/SSB" 52
"REACTOME_SARS_COV_INFECTIONS" "REACTOME_SARS_COV_INFECTIONS" 11 -0.284694717433801 -0.728061139251777 0.832402234636871 1 1 "SH3KBP1/GPC3/MGAT1/ATP1A2/BRD4/NDC1" 123
"GOBP_CYTOSKELETON_ORGANIZATION" "GOBP_CYTOSKELETON_ORGANIZATION" 49 -0.193690362389558 -0.727151179709662 0.90652557319224 1 1 "KANK1/PRKG1/SHROOM1/SVIL/DPYSL3/EPB41L3/RUFY3/CC2D2A/BCL6/SYNE3/BIN1/FMN2/PTPN1/NAV1/CLASP2/ARHGEF10L/DIXDC1/FMNL2" 119
"GOBP_PROTEIN_CONTAINING_COMPLEX_ORGANIZATION" "GOBP_PROTEIN_CONTAINING_COMPLEX_ORGANIZATION" 29 0.210999034143925 0.72631187456824 0.868421052631579 1 1 "SMAD3/STK3/THRA/RTN4/GOLGA2/VPS4A/SMYD3/NDUFAF5/MTRF1/CLIP1" 104
"GOBP_CELL_CYCLE_PHASE_TRANSITION" "GOBP_CELL_CYCLE_PHASE_TRANSITION" 14 -0.261663070558674 -0.724686031291205 0.856353591160221 1 1 "FBXO31/CCNJ/CCDC57/FHL1/SIRT7/BRD4/CLASP2" 83
"GOBP_REGULATION_OF_INTRACELLULAR_SIGNAL_TRANSDUCTION" "GOBP_REGULATION_OF_INTRACELLULAR_SIGNAL_TRANSDUCTION" 45 -0.197356619704683 -0.722654280979957 0.907180385288967 1 1 "NEK8/BCL6/RASA2/SHARPIN/PTPN1/FAM13B/FGF1/BRD4/ARHGEF10L/DIXDC1/SH3RF3" 90
"GOCC_SECRETORY_VESICLE" "GOCC_SECRETORY_VESICLE" 14 0.25315344495511 0.719463989501218 0.856209150326797 1 1 "PECAM1/ATAD3B/ATP8B4" 67
"GOBP_REGULATION_OF_SYSTEM_PROCESS" "GOBP_REGULATION_OF_SYSTEM_PROCESS" 12 -0.273333426681895 -0.719262580427686 0.855287569573284 1 1 "LPIN1/FOXP1/PRKG1/CACNA2D1/ATP1A2/BIN1/CASQ2" 137
"GOBP_POSITIVE_REGULATION_OF_TRANSPORT" "GOBP_POSITIVE_REGULATION_OF_TRANSPORT" 21 -0.234908785970876 -0.718234540603222 0.877697841726619 1 1 "PRR5L/GPC3/NEDD4/CACNA2D1/VAMP8/ACSL1/RUFY3/FHL1/BIN1/CLASP2" 135
"GOBP_ORGANOPHOSPHATE_BIOSYNTHETIC_PROCESS" "GOBP_ORGANOPHOSPHATE_BIOSYNTHETIC_PROCESS" 15 -0.255597755035021 -0.714375600603589 0.871559633027523 1 1 "MTMR1/PLD1/LPIN1/INPP4B/ACSL1/PI4KA/PANK1" 105
"GOBP_CENTRAL_NERVOUS_SYSTEM_DEVELOPMENT" "GOBP_CENTRAL_NERVOUS_SYSTEM_DEVELOPMENT" 21 0.226326321981057 0.713133055272222 0.881165919282511 1 1 "KDM2B/TACC2/FOXP1/PRKG1/ZFHX3/B4GALT6/ATP1A2/CD320/BIN1/SHARPIN/DIXDC1" 113
"GOBP_REGULATION_OF_VESICLE_MEDIATED_TRANSPORT" "GOBP_REGULATION_OF_VESICLE_MEDIATED_TRANSPORT" 13 -0.265375725358453 -0.711088581860213 0.873106060606061 1 1 "RAB5B/PLD1/GPC3/VAMP8/BIN1/PTPN1/CLASP2" 87
"GOBP_POSITIVE_REGULATION_OF_PROTEIN_MODIFICATION_PROCESS" "GOBP_POSITIVE_REGULATION_OF_PROTEIN_MODIFICATION_PROCESS" 21 -0.231064936788682 -0.706481956551879 0.886690647482014 1 1 "ACSL1/BCL6/PTPN1/TNKS1BP1/FGF1/DEK" 85
"GOCC_ANCHORING_JUNCTION" "GOCC_ANCHORING_JUNCTION" 31 0.200948571341398 0.705929271945083 0.904761904761905 1 1 "SHROOM1/KAZN/ATP1A2/SVIL/EPB41L3/RUFY3/FHL1/PI4KA/TNKS1BP1/CLASP2/DIXDC1/PDZD2" 110
"GOBP_POSITIVE_REGULATION_OF_CELL_PROJECTION_ORGANIZATION" "GOBP_POSITIVE_REGULATION_OF_CELL_PROJECTION_ORGANIZATION" 11 0.26847402472976 0.705811301140138 0.847311827956989 1 1 "DPYSL3/RUFY3/DIXDC1" 89
"GOBP_REGULATION_OF_IMMUNE_SYSTEM_PROCESS" "GOBP_REGULATION_OF_IMMUNE_SYSTEM_PROCESS" 22 0.220594000727428 0.704817129474927 0.882882882882883 1 1 "IL13RA2/SMAD3/RTN4/PPARG/ANKRD17" 76
"GOMF_TUBULIN_BINDING" "GOMF_TUBULIN_BINDING" 12 0.260486217135044 0.703321886160658 0.857451403887689 1 1 "CLASP2/DIXDC1" 44
"GOBP_RESPONSE_TO_HORMONE" "GOBP_RESPONSE_TO_HORMONE" 19 -0.235847854637438 -0.702031873509209 0.896103896103896 1 1 "LPIN1/FOXP1/NEDD4/KANK1/ATP1A2/ACSL1/PTPN1/TRERF1/TWIST2" 137
"GOBP_IMMUNE_EFFECTOR_PROCESS" "GOBP_IMMUNE_EFFECTOR_PROCESS" 12 -0.265988093804238 -0.699933722103189 0.87012987012987 1 1 "VAMP8/BCL6/SPON2/SBNO2" 87
"GOBP_CELLULAR_COMPONENT_DISASSEMBLY" "GOBP_CELLULAR_COMPONENT_DISASSEMBLY" 17 0.234497380547547 0.697219733571582 0.902654867256637 1 1 "PNPLA2/DEDD2/GOLGA2/VPS4A" 78
"GOBP_DEPHOSPHORYLATION" "GOBP_DEPHOSPHORYLATION" 13 -0.259631109105804 -0.695695572499957 0.890151515151515 1 1 "DUSP12/MTMR1/PPP6R2/LPIN1/INPP4B/PTPN1/PGAM5" 142
"HALLMARK_MYOGENESIS" "HALLMARK_MYOGENESIS" 12 -0.260844178943966 -0.686397779862924 0.88126159554731 1 1 "SVIL/ACSL1/FHL1/BIN1/CASQ2" 95
"GOBP_DNA_METABOLIC_PROCESS" "GOBP_DNA_METABOLIC_PROCESS" 20 0.218276039228609 0.68468572550447 0.904347826086957 1 1 "BCL6/FMN2/NSMCE4A/TNKS1BP1/SIRT7/DEK" 79
"GOBP_WOUND_HEALING" "GOBP_WOUND_HEALING" 11 0.259672875306782 0.682673305827505 0.870967741935484 1 1 "SMAD3/PPARG/VPS4A/WNT5A" 97
"GOBP_REGULATION_OF_CELL_DEVELOPMENT" "GOBP_REGULATION_OF_CELL_DEVELOPMENT" 11 0.257907813219646 0.67803300302887 0.87741935483871 1 1 "FBXW8/FBXO31/FOXP1/RUFY3/BCL6/BIN1/DIXDC1" 84
"GOBP_NEGATIVE_REGULATION_OF_GROWTH" "GOBP_NEGATIVE_REGULATION_OF_GROWTH" 10 0.2667017172877 0.675578210238089 0.87964989059081 1 1 "FOXP1/GPC3/FHL1/BCL6/RAI1/ING1" 134
"GOBP_ORGANOPHOSPHATE_METABOLIC_PROCESS" "GOBP_ORGANOPHOSPHATE_METABOLIC_PROCESS" 27 -0.204403476533813 -0.669504064148803 0.931937172774869 1 1 "MLXIPL/ENPP2/GK/PFKM/NNT/MTMR1/PLD1/LPIN1/PLCD1/INPP4B/ATP1A2/ACSL1/FMO1/PI4KA/PANK1" 185
"GOCC_CELL_LEADING_EDGE" "GOCC_CELL_LEADING_EDGE" 16 0.227068680649595 0.669382148614992 0.922566371681416 1 1 "MYO1C/MCC/MCC/ARHGEF6/CLIP1/MYO6/CD44/PIP5K1C/DST/MYLK" 155
"GOBP_INTRACELLULAR_PROTEIN_TRANSPORT" "GOBP_INTRACELLULAR_PROTEIN_TRANSPORT" 20 0.211384318583387 0.663067856834029 0.921739130434783 1 1 "SMAD3/MYO1C/STK3/VPS4A/NXT2/MYO6/BID/TRAF3IP2" 121
"GOBP_CELL_GROWTH" "GOBP_CELL_GROWTH" 12 -0.251658686699195 -0.662226638650249 0.897959183673469 1 1 "KDM2B/FOXP1/JADE2/PRKG1/RUFY3/FHL1/BCL6/ING1" 134
"GOBP_CELL_ACTIVATION" "GOBP_CELL_ACTIVATION" 16 0.223975340484431 0.660263204160693 0.929203539823009 1 1 "IL13RA2/SMAD3" 30
"GOBP_POSITIVE_REGULATION_OF_IMMUNE_SYSTEM_PROCESS" "GOBP_POSITIVE_REGULATION_OF_IMMUNE_SYSTEM_PROCESS" 14 0.232041162096478 0.65946272325085 0.910675381263617 1 1 "IL13RA2/RTN4/ANKRD17/WNT5A" 97
"GOBP_POSITIVE_REGULATION_OF_CATALYTIC_ACTIVITY" "GOBP_POSITIVE_REGULATION_OF_CATALYTIC_ACTIVITY" 16 0.223695738271177 0.659438956934126 0.929203539823009 1 1 "SMAD3/RAPGEF2/PPARG/WNT5A/BID/PTPA" 122
